transaction_id,transaction_date,transaction_time,transaction_qty,store_id,product_id,unit_price,CategoryId,Product_TypeId
51,1/1/2023,9:14:41 AM,1,8,32,3,1,1
52,1/1/2023,9:15:09 AM,2,5,47,3,2,8
53,1/1/2023,9:15:13 AM,2,5,43,3,2,9
54,1/1/2023,9:19:21 AM,2,5,25,2,1,12
55,1/1/2023,9:19:26 AM,1,8,59,5,3,3
56,1/1/2023,9:21:08 AM,1,5,38,4,1,6
57,1/1/2023,9:22:17 AM,1,8,45,3,2,9
58,1/1/2023,9:22:46 AM,1,5,34,2,1,13
59,1/1/2023,9:29:56 AM,2,8,36,4,1,13
60,1/1/2023,9:29:56 AM,1,8,74,4,4,10
61,1/1/2023,9:29:57 AM,1,8,53,3,2,2
62,1/1/2023,9:34:17 AM,2,8,41,4,1,6
63,1/1/2023,9:40:13 AM,1,5,41,4,1,6
64,1/1/2023,9:41:22 AM,2,5,45,3,2,
65,1/1/2023,9:41:22 AM,1,5,79,4,4,
66,1/1/2023,9:44:20 AM,2,5,54,3,2,
67,1/1/2023,9:44:46 AM,1,5,24,3,1,4
68,1/1/2023,9:46:46 AM,2,5,37,3,1,6
69,1/1/2023,9:47:40 AM,2,8,40,4,1,6
70,1/1/2023,9:50:44 AM,2,5,37,3,1,6
71,1/1/2023,9:50:44 AM,1,5,69,3,4,10
72,1/1/2023,9:52:58 AM,1,5,50,3,2,7
73,1/1/2023,9:53:28 AM,1,8,47,3,2,8
74,1/1/2023,9:53:44 AM,2,8,40,4,1,6
75,1/1/2023,9:53:44 AM,1,8,72,3,4,5
76,1/1/2023,9:53:49 AM,1,8,35,3,1,13
77,1/1/2023,9:54:46 AM,1,5,23,3,1,4
78,1/1/2023,9:55:16 AM,2,5,43,3,2,9
79,1/1/2023,9:56:30 AM,1,8,22,2,1,4
80,1/1/2023,10:00:39 AM,2,8,32,3,1,1
81,1/1/2023,10:03:55 AM,2,8,36,4,1,13
82,1/1/2023,10:14:49 AM,1,5,26,3,1,12
83,1/1/2023,10:14:49 AM,1,5,71,4,4,11
84,1/1/2023,10:16:30 AM,2,5,32,3,1,1
85,1/1/2023,10:16:33 AM,1,8,54,3,2,2
86,1/1/2023,10:18:14 AM,2,8,41,4,1,
87,1/1/2023,10:18:52 AM,2,5,25,2,1,
88,1/1/2023,10:19:42 AM,2,5,23,3,1,
89,1/1/2023,10:24:19 AM,1,8,54,3,2,2
90,1/1/2023,10:25:22 AM,2,8,56,3,2,2
91,1/1/2023,10:25:45 AM,2,5,58,4,3,3
92,1/1/2023,10:25:45 AM,1,5,74,4,4,10
93,1/1/2023,10:27:48 AM,2,8,47,3,2,8
94,1/1/2023,10:30:07 AM,1,5,35,3,1,13
95,1/1/2023,10:30:07 AM,1,5,70,3,4,5
96,1/1/2023,10:35:47 AM,1,8,60,4,3,3
97,1/1/2023,10:41:53 AM,1,5,59,5,3,3
98,1/1/2023,10:47:53 AM,2,5,36,4,1,13
99,1/1/2023,10:49:13 AM,2,8,51,3,2,7
100,1/1/2023,10:49:51 AM,2,5,61,5,3,3
101,1/1/2023,10:51:17 AM,1,5,47,3,2,8
102,1/1/2023,10:52:44 AM,2,8,23,3,1,4
103,1/1/2023,10:52:44 AM,1,8,73,4,4,11
104,1/1/2023,10:56:14 AM,1,5,38,4,1,6
105,1/1/2023,10:56:14 AM,1,5,76,4,4,10
106,1/1/2023,11:01:48 AM,1,3,22,2,1,4
107,1/1/2023,11:01:58 AM,1,3,38,4,1,6
108,1/1/2023,11:01:58 AM,1,3,75,4,4,
109,1/1/2023,11:03:25 AM,2,5,47,3,2,
110,1/1/2023,11:03:25 AM,1,5,75,4,4,
111,1/1/2023,11:04:32 AM,2,8,39,4,1,6
112,1/1/2023,11:08:11 AM,1,3,59,5,3,3
113,1/1/2023,11:08:59 AM,2,8,51,3,2,7
114,1/1/2023,11:09:01 AM,1,3,59,5,3,3
115,1/1/2023,11:10:21 AM,1,3,47,3,2,8
116,1/1/2023,11:10:21 AM,1,3,79,4,4,5
117,1/1/2023,11:10:58 AM,1,3,46,3,2,8
118,1/1/2023,11:12:29 AM,1,3,43,3,2,9
119,1/1/2023,11:16:02 AM,2,3,45,3,2,9
120,1/1/2023,11:21:00 AM,2,8,54,3,2,2
121,1/1/2023,11:21:04 AM,2,5,51,3,2,7
122,1/1/2023,11:21:14 AM,1,3,60,4,3,3
123,1/1/2023,11:23:01 AM,1,8,31,2,1,1
124,1/1/2023,11:23:43 AM,2,5,60,4,3,3
125,1/1/2023,11:23:43 AM,1,5,77,3,4,5
126,1/1/2023,11:25:35 AM,2,3,49,3,2,7
127,1/1/2023,11:25:37 AM,2,5,40,4,1,6
128,1/1/2023,11:28:15 AM,2,8,44,3,2,9
129,1/1/2023,11:28:29 AM,2,3,33,4,1,1
130,1/1/2023,11:29:25 AM,2,5,56,3,2,
131,1/1/2023,11:29:57 AM,2,8,35,3,1,
132,1/1/2023,11:29:57 AM,1,8,78,5,4,
133,1/1/2023,11:30:22 AM,1,8,23,3,1,4
134,1/1/2023,11:31:35 AM,1,8,24,3,1,4
135,1/1/2023,11:31:43 AM,2,5,51,3,2,7
136,1/1/2023,11:31:43 AM,1,5,72,3,4,5
137,1/1/2023,11:31:53 AM,2,5,54,3,2,2
138,1/1/2023,11:31:53 AM,1,5,75,4,4,11
139,1/1/2023,11:39:14 AM,1,5,60,4,3,3
140,1/1/2023,11:39:14 AM,1,5,71,4,4,11
141,1/1/2023,11:40:26 AM,2,3,52,3,2,2
142,1/1/2023,11:43:57 AM,2,3,25,2,1,12
143,1/1/2023,11:44:09 AM,1,5,38,4,1,6
144,1/1/2023,11:47:13 AM,1,3,30,3,1,1
145,1/1/2023,11:48:56 AM,2,8,50,3,2,7
146,1/1/2023,11:49:42 AM,1,8,54,3,2,2
147,1/1/2023,11:49:42 AM,1,8,72,3,4,5
148,1/1/2023,11:50:16 AM,2,3,26,3,1,12
149,1/1/2023,11:50:23 AM,2,3,36,4,1,13
150,1/1/2023,11:50:58 AM,2,5,45,3,2,9
151,1/1/2023,11:51:30 AM,2,8,33,4,1,1
152,1/1/2023,11:52:31 AM,1,5,57,3,2,2
153,1/1/2023,11:57:17 AM,2,3,37,3,1,6
154,1/1/2023,11:57:59 AM,1,3,50,3,2,7
155,1/1/2023,11:57:59 AM,1,3,79,4,4,5
156,1/1/2023,11:58:15 AM,2,3,60,4,3,3
157,1/1/2023,12:00:20 PM,1,5,29,3,1,1
158,1/1/2023,12:01:00 PM,2,3,49,3,2,7
159,1/1/2023,12:01:20 PM,2,3,35,3,1,13
160,1/1/2023,12:01:20 PM,1,3,75,4,4,11
161,1/1/2023,12:03:09 PM,1,8,36,4,1,13
162,1/1/2023,12:03:38 PM,1,8,47,3,2,8
163,1/1/2023,12:03:43 PM,1,3,44,3,2,9
164,1/1/2023,12:04:22 PM,2,8,27,4,1,12
165,1/1/2023,12:05:31 PM,2,3,52,3,2,2
166,1/1/2023,12:06:29 PM,1,5,46,3,2,8
167,1/1/2023,12:07:42 PM,1,8,24,3,1,4
168,1/1/2023,12:08:21 PM,1,5,43,3,2,9
169,1/1/2023,12:08:36 PM,1,8,35,3,1,13
170,1/1/2023,12:09:11 PM,2,3,28,2,1,1
171,1/1/2023,12:09:12 PM,2,8,50,3,2,7
172,1/1/2023,12:13:07 PM,2,5,38,4,1,6
173,1/1/2023,12:14:26 PM,2,8,35,3,1,13
174,1/1/2023,12:17:38 PM,2,8,50,3,2,7
175,1/1/2023,12:18:07 PM,2,5,25,2,1,12
176,1/1/2023,12:18:44 PM,2,3,49,3,2,7
177,1/1/2023,12:20:16 PM,2,3,60,4,3,3
178,1/1/2023,12:23:39 PM,1,3,24,3,1,4
179,1/1/2023,12:27:06 PM,2,5,41,4,1,6
180,1/1/2023,12:30:46 PM,2,3,44,3,2,9
181,1/1/2023,12:30:49 PM,1,8,38,4,1,6
182,1/1/2023,12:33:20 PM,2,3,54,3,2,2
183,1/1/2023,12:33:35 PM,2,3,29,3,1,1
184,1/1/2023,12:35:53 PM,2,5,31,2,1,1
185,1/1/2023,12:36:57 PM,1,8,60,4,3,3
186,1/1/2023,12:38:28 PM,2,8,49,3,2,7
187,1/1/2023,12:42:26 PM,1,3,53,3,2,2
188,1/1/2023,12:44:01 PM,1,8,60,4,3,3
189,1/1/2023,12:44:31 PM,1,3,53,3,2,2
190,1/1/2023,12:44:32 PM,1,3,52,3,2,2
191,1/1/2023,12:45:52 PM,2,3,28,2,1,1
192,1/1/2023,12:46:22 PM,1,3,56,3,2,2
193,1/1/2023,12:46:26 PM,1,3,23,3,1,4
194,1/1/2023,12:46:55 PM,1,3,33,4,1,1
195,1/1/2023,12:46:55 PM,1,3,75,4,4,11
196,1/1/2023,12:48:08 PM,2,3,38,4,1,6
197,1/1/2023,12:49:48 PM,1,8,30,3,1,1
198,1/1/2023,12:50:15 PM,1,3,59,5,3,3
199,1/1/2023,12:50:28 PM,2,3,32,3,1,1
200,1/1/2023,12:51:21 PM,1,8,53,3,2,2
201,1/1/2023,12:51:57 PM,1,5,61,5,3,3
202,1/1/2023,12:51:57 PM,1,5,72,3,4,5
203,1/1/2023,12:52:18 PM,1,5,56,3,2,2
204,1/1/2023,12:52:18 PM,1,5,75,4,4,11
205,1/1/2023,12:53:11 PM,2,8,29,3,1,1
206,1/1/2023,12:53:59 PM,1,8,37,3,1,6
207,1/1/2023,12:55:25 PM,1,3,49,3,2,7
208,1/1/2023,12:55:27 PM,1,5,57,3,2,2
209,1/1/2023,12:55:27 PM,1,5,75,4,4,11
210,1/1/2023,12:55:36 PM,1,8,45,3,2,9
211,1/1/2023,12:55:53 PM,2,8,26,3,1,12
212,1/1/2023,12:56:33 PM,1,3,61,5,3,3
213,1/1/2023,12:56:59 PM,1,3,47,3,2,8
214,1/1/2023,12:58:54 PM,2,3,44,3,2,9
215,1/1/2023,12:59:06 PM,1,8,36,4,1,13
216,1/1/2023,1:00:38 PM,2,5,30,3,1,1
217,1/1/2023,1:01:33 PM,2,5,25,2,1,12
218,1/1/2023,1:02:40 PM,1,8,49,3,2,7
219,1/1/2023,1:02:40 PM,1,8,78,5,4,5
220,1/1/2023,1:02:52 PM,1,8,26,3,1,12
221,1/1/2023,1:03:13 PM,2,3,43,3,2,9
222,1/1/2023,1:04:01 PM,2,8,25,2,1,12
223,1/1/2023,1:04:01 PM,1,8,72,3,4,5
224,1/1/2023,1:04:22 PM,2,8,42,3,2,9
225,1/1/2023,1:04:37 PM,2,8,54,3,2,2
226,1/1/2023,1:04:51 PM,1,3,22,2,1,4
227,1/1/2023,1:05:56 PM,1,3,58,4,3,3
228,1/1/2023,1:07:37 PM,2,5,24,3,1,4
229,1/1/2023,1:09:03 PM,1,3,35,3,1,13
230,1/1/2023,1:12:03 PM,2,5,30,3,1,1
231,1/1/2023,1:13:09 PM,1,5,60,4,3,3
232,1/1/2023,1:17:30 PM,1,8,56,3,2,2
233,1/1/2023,1:17:32 PM,2,3,55,4,2,2
234,1/1/2023,1:18:34 PM,2,8,49,3,2,7
235,1/1/2023,1:19:09 PM,1,8,55,4,2,2
236,1/1/2023,1:19:09 PM,1,8,75,4,4,11
237,1/1/2023,1:19:36 PM,1,3,23,3,1,4
238,1/1/2023,1:19:56 PM,2,8,31,2,1,1
239,1/1/2023,1:20:51 PM,2,3,35,3,1,13
240,1/1/2023,1:21:23 PM,2,3,38,4,1,6
241,1/1/2023,1:22:11 PM,1,5,23,3,1,4
242,1/1/2023,1:22:45 PM,2,3,46,3,2,8
243,1/1/2023,1:23:54 PM,2,3,58,4,3,3
244,1/1/2023,1:24:29 PM,2,5,60,4,3,3
245,1/1/2023,1:30:49 PM,2,5,31,2,1,1
246,1/1/2023,1:32:07 PM,2,5,25,2,1,12
247,1/1/2023,1:32:34 PM,1,5,87,3,1,6
248,1/1/2023,1:34:12 PM,2,3,28,2,1,1
249,1/1/2023,1:38:09 PM,1,8,27,4,1,12
250,1/1/2023,1:38:11 PM,2,8,40,4,1,6
251,1/1/2023,1:39:41 PM,1,5,51,3,2,7
252,1/1/2023,1:40:47 PM,2,3,54,3,2,2
253,1/1/2023,1:41:09 PM,2,3,42,3,2,9
254,1/1/2023,1:42:10 PM,1,3,43,3,2,9
255,1/1/2023,1:42:49 PM,1,5,36,4,1,13
256,1/1/2023,1:42:58 PM,1,5,52,3,2,2
257,1/1/2023,1:42:58 PM,1,5,72,3,4,5
258,1/1/2023,1:43:18 PM,2,3,54,3,2,2
259,1/1/2023,1:43:18 PM,1,3,69,3,4,10
260,1/1/2023,1:43:41 PM,2,5,25,2,1,12
261,1/1/2023,1:44:26 PM,1,3,57,3,2,2
262,1/1/2023,1:47:51 PM,1,8,40,4,1,6
263,1/1/2023,1:49:03 PM,2,8,22,2,1,4
264,1/1/2023,1:50:09 PM,1,5,53,3,2,2
265,1/1/2023,1:50:47 PM,2,8,54,3,2,2
266,1/1/2023,1:51:56 PM,2,8,32,3,1,1
267,1/1/2023,1:53:04 PM,2,3,38,4,1,6
268,1/1/2023,1:53:31 PM,1,8,33,4,1,1
269,1/1/2023,1:54:18 PM,2,8,22,2,1,4
270,1/1/2023,1:55:04 PM,1,5,42,3,2,9
271,1/1/2023,1:55:50 PM,2,8,45,3,2,9
272,1/1/2023,1:56:15 PM,2,8,48,3,2,7
273,1/1/2023,1:56:24 PM,1,8,53,3,2,2
274,1/1/2023,1:57:34 PM,2,5,27,4,1,12
275,1/1/2023,1:57:34 PM,1,5,71,4,4,11
276,1/1/2023,1:58:10 PM,2,3,46,3,2,8
277,1/1/2023,1:58:11 PM,1,5,34,2,1,13
278,1/1/2023,1:59:58 PM,2,5,39,4,1,6
279,1/1/2023,2:03:34 PM,2,5,25,2,1,12
280,1/1/2023,2:03:34 PM,1,5,69,3,4,10
281,1/1/2023,2:03:41 PM,1,3,32,3,1,1
282,1/1/2023,2:07:12 PM,2,3,41,4,1,6
283,1/1/2023,2:07:56 PM,1,3,23,3,1,4
284,1/1/2023,2:08:03 PM,1,8,24,3,1,4
285,1/1/2023,2:08:03 PM,1,8,71,4,4,11
286,1/1/2023,2:11:14 PM,2,8,60,4,3,3
287,1/1/2023,2:13:28 PM,2,5,57,3,2,2
288,1/1/2023,2:19:57 PM,2,5,23,3,1,4
289,1/1/2023,2:20:06 PM,2,3,35,3,1,13
290,1/1/2023,2:20:08 PM,2,3,42,3,2,9
291,1/1/2023,2:22:01 PM,2,8,49,3,2,7
292,1/1/2023,2:22:38 PM,2,5,39,4,1,6
293,1/1/2023,2:23:28 PM,1,8,55,4,2,2
294,1/1/2023,2:23:28 PM,1,8,71,4,4,11
295,1/1/2023,2:24:55 PM,2,3,41,4,1,6
296,1/1/2023,2:24:55 PM,1,3,79,4,4,5
297,1/1/2023,2:25:32 PM,2,3,58,4,3,3
298,1/1/2023,2:25:39 PM,2,5,24,3,1,4
299,1/1/2023,2:26:36 PM,1,8,61,5,3,3
300,1/1/2023,2:29:05 PM,2,5,45,3,2,9
301,1/1/2023,2:29:50 PM,2,5,49,3,2,7
302,1/1/2023,2:29:50 PM,1,5,78,5,4,5
303,1/1/2023,2:30:51 PM,1,8,48,3,2,7
304,1/1/2023,2:30:58 PM,1,5,57,3,2,2
305,1/1/2023,2:31:26 PM,1,5,42,3,2,9
306,1/1/2023,2:32:20 PM,2,8,30,3,1,1
307,1/1/2023,2:32:42 PM,2,5,41,4,1,6
308,1/1/2023,2:32:54 PM,2,8,39,4,1,6
309,1/1/2023,2:35:47 PM,1,3,55,4,2,2
310,1/1/2023,2:36:23 PM,2,3,30,3,1,1
311,1/1/2023,2:36:35 PM,1,5,57,3,2,2
312,1/1/2023,2:37:48 PM,1,5,44,3,2,9
313,1/1/2023,2:39:06 PM,1,5,87,3,1,6
314,1/1/2023,2:39:48 PM,2,8,34,2,1,13
315,1/1/2023,2:42:39 PM,2,5,61,5,3,3
316,1/1/2023,2:43:13 PM,2,3,50,3,2,7
317,1/1/2023,2:45:31 PM,1,3,47,3,2,8
318,1/1/2023,2:46:09 PM,1,8,48,3,2,7
319,1/1/2023,2:47:29 PM,1,8,24,3,1,4
320,1/1/2023,2:47:29 PM,1,8,75,4,4,11
321,1/1/2023,2:49:49 PM,2,8,51,3,2,7
322,1/1/2023,2:51:19 PM,2,5,43,3,2,9
323,1/1/2023,2:55:34 PM,2,3,34,2,1,13
324,1/1/2023,2:58:07 PM,2,8,30,3,1,1
325,1/1/2023,2:58:35 PM,1,3,43,3,2,9
326,1/1/2023,3:02:04 PM,2,3,39,4,1,6
327,1/1/2023,3:02:28 PM,1,8,38,4,1,6
328,1/1/2023,3:06:27 PM,2,5,25,2,1,12
329,1/1/2023,3:08:28 PM,2,3,43,3,2,9
330,1/1/2023,3:09:37 PM,1,3,22,2,1,4
331,1/1/2023,3:09:54 PM,1,8,61,5,3,3
332,1/1/2023,3:10:10 PM,1,5,40,4,1,6
333,1/1/2023,3:10:10 PM,1,5,75,4,4,11
334,1/1/2023,3:12:22 PM,1,3,24,3,1,4
335,1/1/2023,3:12:54 PM,2,3,52,3,2,2
336,1/1/2023,3:14:19 PM,2,3,26,3,1,12
337,1/1/2023,3:16:37 PM,2,5,38,4,1,6
338,1/1/2023,3:18:56 PM,1,3,61,5,3,3
339,1/1/2023,3:19:34 PM,1,3,29,3,1,1
340,1/1/2023,3:21:05 PM,2,8,30,3,1,1
341,1/1/2023,3:22:11 PM,2,3,39,4,1,6
342,1/1/2023,3:24:01 PM,1,8,26,3,1,12
343,1/1/2023,3:25:09 PM,2,5,50,3,2,7
344,1/1/2023,3:27:11 PM,2,3,58,4,3,3
345,1/1/2023,3:28:29 PM,1,3,58,4,3,3
346,1/1/2023,3:28:54 PM,1,5,43,3,2,9
347,1/1/2023,3:29:24 PM,1,3,57,3,2,2
348,1/1/2023,3:29:24 PM,1,3,70,3,4,5
349,1/1/2023,3:30:16 PM,1,3,43,3,2,9
350,1/1/2023,3:30:27 PM,2,3,31,2,1,1
351,1/1/2023,3:30:58 PM,1,5,34,2,1,13
352,1/1/2023,3:30:58 PM,2,8,29,3,1,1
353,1/1/2023,3:33:36 PM,2,5,28,2,1,1
354,1/1/2023,3:33:36 PM,1,5,74,4,4,10
355,1/1/2023,3:34:10 PM,2,3,41,4,1,6
356,1/1/2023,3:34:10 PM,1,3,76,4,4,10
357,1/1/2023,3:36:59 PM,2,5,37,3,1,6
358,1/1/2023,3:39:44 PM,1,8,44,3,2,9
359,1/1/2023,3:42:20 PM,1,3,36,4,1,13
360,1/1/2023,3:45:16 PM,2,3,46,3,2,8
361,1/1/2023,3:46:34 PM,2,5,40,4,1,6
362,1/1/2023,3:51:15 PM,2,8,35,3,1,13
363,1/1/2023,3:52:23 PM,2,5,39,4,1,6
364,1/1/2023,3:52:23 PM,1,5,69,3,4,10
365,1/1/2023,3:53:55 PM,2,5,33,4,1,1
366,1/1/2023,3:55:45 PM,1,8,24,3,1,4
367,1/1/2023,3:55:50 PM,2,3,31,2,1,1
368,1/1/2023,3:58:55 PM,1,8,48,3,2,7
369,1/1/2023,4:00:23 PM,1,8,38,4,1,6
370,1/1/2023,4:02:07 PM,1,8,41,4,1,6
371,1/1/2023,4:03:30 PM,2,3,34,2,1,13
372,1/1/2023,4:03:54 PM,1,8,46,3,2,8
373,1/1/2023,4:04:10 PM,2,3,42,3,2,9
374,1/1/2023,4:06:04 PM,2,3,23,3,1,4
375,1/1/2023,4:07:20 PM,2,3,23,3,1,4
376,1/1/2023,4:08:59 PM,2,3,42,3,2,9
377,1/1/2023,4:10:37 PM,2,3,42,3,2,9
378,1/1/2023,4:12:00 PM,1,8,87,3,1,6
379,1/1/2023,4:17:06 PM,2,3,34,2,1,13
380,1/1/2023,4:17:52 PM,2,3,29,3,1,1
381,1/1/2023,4:19:00 PM,2,8,29,3,1,1
382,1/1/2023,4:19:17 PM,1,3,56,3,2,2
383,1/1/2023,4:19:26 PM,2,5,40,4,1,6
384,1/1/2023,4:20:07 PM,2,3,36,4,1,13
385,1/1/2023,4:22:07 PM,1,5,22,2,1,4
386,1/1/2023,4:22:38 PM,1,3,22,2,1,4
387,1/1/2023,4:25:28 PM,1,3,44,3,2,9
388,1/1/2023,4:27:42 PM,1,5,56,3,2,2
389,1/1/2023,4:28:00 PM,2,8,53,3,2,2
390,1/1/2023,4:28:57 PM,1,5,42,3,2,9
391,1/1/2023,4:29:36 PM,2,3,27,4,1,12
392,1/1/2023,4:30:12 PM,1,3,40,4,1,6
393,1/1/2023,4:33:35 PM,1,3,35,3,1,13
394,1/1/2023,4:35:11 PM,1,5,28,2,1,1
395,1/1/2023,4:39:24 PM,1,3,36,4,1,13
396,1/1/2023,4:39:27 PM,1,8,58,4,3,3
397,1/1/2023,4:40:18 PM,1,3,33,4,1,1
398,1/1/2023,4:40:19 PM,1,5,46,3,2,8
399,1/1/2023,4:41:51 PM,1,5,23,3,1,4
400,1/1/2023,4:43:33 PM,2,8,50,3,2,7
401,1/1/2023,4:44:46 PM,2,3,54,3,2,2
402,1/1/2023,4:47:05 PM,1,5,44,3,2,9
403,1/1/2023,4:47:05 PM,1,5,72,3,4,5
404,1/1/2023,4:48:31 PM,2,5,44,3,2,9
405,1/1/2023,4:49:19 PM,1,5,53,3,2,2
406,1/1/2023,4:49:19 PM,1,5,71,4,4,11
407,1/1/2023,4:49:38 PM,1,3,52,3,2,2
408,1/1/2023,4:52:13 PM,2,8,42,3,2,9
409,1/1/2023,4:52:51 PM,1,5,50,3,2,7
410,1/1/2023,4:56:48 PM,1,3,28,2,1,1
411,1/1/2023,4:58:42 PM,1,3,58,4,3,3
412,1/1/2023,4:58:42 PM,1,3,69,3,4,10
413,1/1/2023,5:01:03 PM,2,5,36,4,1,13
414,1/1/2023,5:01:31 PM,2,8,50,3,2,7
415,1/1/2023,5:03:21 PM,1,3,50,3,2,7
416,1/1/2023,5:05:44 PM,2,3,36,4,1,13
417,1/1/2023,5:09:18 PM,2,8,47,3,2,8
418,1/1/2023,5:10:34 PM,1,3,27,4,1,12
419,1/1/2023,5:10:35 PM,1,3,59,5,3,3
420,1/1/2023,5:11:58 PM,2,8,36,4,1,13
421,1/1/2023,5:13:17 PM,2,5,31,2,1,1
422,1/1/2023,5:16:17 PM,1,8,35,3,1,13
423,1/1/2023,5:17:19 PM,2,8,55,4,2,2
424,1/1/2023,5:17:22 PM,1,8,31,2,1,1
425,1/1/2023,5:18:36 PM,1,3,29,3,1,1
426,1/1/2023,5:19:08 PM,2,5,34,2,1,13
427,1/1/2023,5:19:08 PM,1,5,75,4,4,11
428,1/1/2023,5:19:11 PM,2,8,39,4,1,6
429,1/1/2023,5:19:28 PM,2,8,28,2,1,1
430,1/1/2023,5:19:49 PM,2,8,87,3,1,6
431,1/1/2023,5:19:49 PM,1,8,78,5,4,5
432,1/1/2023,5:20:02 PM,2,8,46,3,2,8
433,1/1/2023,5:20:02 PM,1,8,77,3,4,5
434,1/1/2023,5:22:36 PM,1,3,36,4,1,13
435,1/1/2023,5:23:03 PM,1,5,48,3,2,7
436,1/1/2023,5:23:04 PM,1,3,41,4,1,6
437,1/1/2023,5:25:45 PM,2,3,58,4,3,3
438,1/1/2023,5:26:15 PM,1,8,35,3,1,13
439,1/1/2023,5:26:15 PM,1,8,76,4,4,10
440,1/1/2023,5:28:42 PM,1,5,37,3,1,6
441,1/1/2023,5:28:42 PM,1,5,70,3,4,5
442,1/1/2023,5:29:25 PM,1,3,46,3,2,8
443,1/1/2023,5:29:25 PM,1,3,75,4,4,11
444,1/1/2023,5:34:47 PM,2,8,54,3,2,2
445,1/1/2023,5:35:26 PM,1,3,47,3,2,8
446,1/1/2023,5:35:26 PM,1,3,69,3,4,10
447,1/1/2023,5:37:26 PM,1,8,42,3,2,9
448,1/1/2023,5:40:50 PM,1,3,55,4,2,2
449,1/1/2023,5:41:55 PM,2,3,55,4,2,2
450,1/1/2023,5:41:55 PM,1,3,71,4,4,11
451,1/1/2023,5:43:49 PM,2,8,52,3,2,2
452,1/1/2023,5:44:28 PM,2,3,27,4,1,12
453,1/1/2023,5:44:28 PM,1,3,74,4,4,10
454,1/1/2023,5:44:48 PM,1,8,34,2,1,13
455,1/1/2023,5:45:21 PM,1,8,27,4,1,12
456,1/1/2023,5:46:21 PM,2,8,36,4,1,13
457,1/1/2023,5:46:21 PM,1,8,76,4,4,10
458,1/1/2023,5:49:04 PM,2,8,60,4,3,3
459,1/1/2023,5:50:19 PM,1,5,45,3,2,9
460,1/1/2023,5:50:30 PM,2,8,38,4,1,6
461,1/1/2023,5:51:06 PM,2,3,60,4,3,3
462,1/1/2023,5:54:11 PM,2,3,56,3,2,2
463,1/1/2023,5:56:46 PM,1,8,30,3,1,1
